time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,i_episode,total_reward
1.740000000000001,2.317276126715561,-1.9789607195442758,0.0,2.6590977788149495,0.121503273595577,0.0,1.5840345010054435,-1.963298861598781,-15.396808586060693,14.259489664294613,-17.854130008536043,0.0,572.1196771644726,376.27998698912177,294.1026061314299,477.5717135773704,20,84.0
1.740000000000001,1.3015290789667526,-2.424151377249618,0.0,4.701547053284246,4.24767339170225,0.0,1.7282994371746316,-2.2180768962466977,-16.257567002346473,11.150895625686637,-12.728082640678341,0.0,661.3979156021093,331.27408397153937,213.85400627611133,493.49276327839226,21,84.0
1.680000000000001,-3.9750303164823917,-2.383785556650958,0.0,4.526484180894393,3.467471987148256,0.0,-5.517426467158037,-2.495966150440202,-17.198994207262587,14.692134983958894,-23.441495077301962,0.0,841.5041668221555,189.998246812803,54.37689318646672,546.1084254462452,22,81.0
1.9800000000000013,-5.885994237584356,-4.54335884682665,0.0,2.8970455458797097,4.709541106956898,0.0,-4.1712749464706995,-1.8948247046913471,-15.486157120419454,15.580609418282364,-24.857979434929362,0.0,742.1194468705995,282.80901149941496,143.19783417865304,503.5235680968904,23,96.0
1.9200000000000013,-11.924129925630966,-1.6280557186320355,0.0,4.8118531026583184,0.9936037977309784,0.0,-8.14029929760511,0.29098903911162144,-13.458664586553102,17.19666124423513,-26.80207866785885,0.0,881.8502552861725,122.89082173900432,19.131983187962277,562.4518411097182,24,93.0
2.2200000000000015,-12.171053022986905,4.6914084382566426,0.0,3.0535867894356485,0.21146291967954856,0.0,-7.266369751081354,2.542195550507302,-12.908341995786618,18.62706388795875,-28.427261044205594,0.0,896.983290045972,59.642141308947885,3.094822828799525,591.0590081756624,25,108.0
1.9200000000000013,0.15882500129987365,-1.6542404301693077,0.0,2.119788346211914,3.8207057724524773,0.0,1.4207589344806275,-0.5062625439552155,-16.12470737857956,14.089162261624946,-22.14103135387745,0.0,750.3041749109402,283.51678221260573,137.59741172895895,486.77858870737697,26,93.0
2.4000000000000017,-8.012343914749806,-16.507043798358335,0.0,4.843774712760922,3.5825133974670926,0.0,-2.6278993980473224,-14.833084358661946,-15.928615978290797,5.829413014575584,-17.297063683569913,0.0,759.2825203010661,277.1215197305923,129.66880531974712,486.6365513802019,27,117.0
2.4600000000000017,-7.2824493377714195,-19.88381504197652,0.0,3.247912336503884,0.9938638268521327,0.0,-2.6858272155469174,-17.001234992431833,-14.150870256467451,-20.369710462276224,20.168595137397975,0.0,44.10273350939837,713.2703217102753,838.6463718332781,371.84837402928696,28,120.0
5.099999999999979,-13.756139217888286,-51.566073869005656,17.623613209201995,0.8723864223924966,5.209182406527452,0.0,-1.82834481519278,-14.525972688598156,4.018332954099398,-28.852477710409108,28.878038532707883,0.0,-0.4161769948901025,901.7752104622796,900.3909298904905,0.3321529333543298,29,252.0
